location,other_location_details,size,bedrooms,bathrooms,price,property_type,purchase_type,source,beds,baths,toilets
"UMOJA JESICCA SUPERMARKET, Umoja Nairobi",,2400.0,3.0,3.0,9000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Jamhuri Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,2.0,2.0,2.0
"Mananja Rd, Donholm Nairobi",,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Stima Plaza, Ngara Nairobi",,2400.0,3.0,3.0,6500.0,House,Rent,propco_rent,1.0,1.0,1.0
Ngong Rd Nairobi,,2400.0,3.0,3.0,17000.0,House,Rent,propco_rent,2.0,2.0,2.0
Imara Daima Nairobi,,2400.0,3.0,3.0,10500.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Fedha Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,1.0,1.0,1.0
Hurlingham Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,2.0,0.0,0.0
Roysambu Nairobi,,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,2.0,0.0,0.0
Syokimau Nairobi,,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,3.0,3.0,3.0
Parklands Nairobi,,2400.0,3.0,3.0,35000.0,House,Rent,propco_rent,3.0,3.0,3.0
Kerarapon Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
Lavington Nairobi,,2400.0,3.0,3.0,200000.0,Apartment,Rent,propco_rent,3.0,4.0,4.0
Ruaka Nairobi,,2400.0,3.0,3.0,6000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Kahawa Sukari Nairobi,,2400.0,3.0,3.0,9500.0,House,Rent,propco_rent,1.0,1.0,1.0
Lavington Nairobi,,2400.0,3.0,3.0,919523.0,House,Rent,propco_rent,10.0,10.0,10.0
Lavington Nairobi,,2400.0,3.0,3.0,75000.0,Apartment,Rent,propco_rent,2.0,3.0,3.0
Lavington Nairobi,,2400.0,3.0,3.0,450000.0,House,Rent,propco_rent,6.0,7.0,7.0
"Uthiru Cooperation, Uthiru Ruthimitu Nairobi",,2400.0,3.0,3.0,9500.0,House,Rent,propco_rent,1.0,1.0,1.0
Hurlingham Nairobi,,2400.0,3.0,3.0,40000.0,House,Rent,propco_rent,4.0,4.0,4.0
Kitisuru Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,2.0,2.0,1.0
Utawala Nairobi,,2400.0,3.0,3.0,14000.0,House,Rent,propco_rent,2.0,2.0,2.0
Hurlingham Nairobi,,2400.0,3.0,3.0,26000.0,House,Rent,propco_rent,2.0,2.0,2.0
Kangemi Nairobi,,2400.0,3.0,3.0,70000.0,House,Rent,propco_rent,3.0,3.0,3.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,150000.0,House,Rent,propco_rent,4.0,4.0,4.0
Kilimani Nairobi,,2400.0,3.0,3.0,60000.0,House,Rent,propco_rent,2.0,2.0,2.0
Karen Nairobi,,2400.0,3.0,3.0,40000.0,House,Rent,propco_rent,2.0,2.0,2.0
Westlands Nairobi,,2400.0,3.0,3.0,165000.0,Apartment,Rent,propco_rent,3.0,3.0,3.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,120000.0,Apartment,Rent,propco_rent,3.0,2.0,2.0
"Bungoma road, Kahawa Sukari Nairobi",,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,2.0,2.0,2.0
Westlands Nairobi,,2400.0,3.0,3.0,125000.0,Apartment,Rent,propco_rent,4.0,4.0,4.0
Kilimani Nairobi,,2400.0,3.0,3.0,60000.0,Apartment,Rent,propco_rent,3.0,3.0,3.0
Kilimani Nairobi,,2400.0,3.0,3.0,63000.0,Apartment,Rent,propco_rent,2.0,2.0,2.0
Kilimani Nairobi,,2400.0,3.0,3.0,12180000.0,Apartment,Rent,propco_rent,3.0,2.0,2.0
Lavington Nairobi,,2400.0,3.0,3.0,180000.0,House,Rent,propco_rent,4.0,4.0,4.0
"NAIROBI WOMENS, Hurlingham Nairobi",,2400.0,3.0,3.0,10000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Embakasi Central Embakasi Nairobi,,2400.0,3.0,3.0,8000.0,House,Rent,propco_rent,1.0,1.0,1.0
Lavington Nairobi,,2400.0,3.0,3.0,180000.0,Apartment,Rent,propco_rent,4.0,4.0,4.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,180000.0,Apartment,Rent,propco_rent,4.0,4.0,4.0
Kahawa West Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,1.0,1.0
Westlands Nairobi,,2400.0,3.0,3.0,35000.0,House,Rent,propco_rent,2.0,2.0,2.0
Lavington Nairobi,,2400.0,3.0,3.0,200000.0,Apartment,Rent,propco_rent,4.0,4.0,4.0
Lavington Nairobi,,2400.0,3.0,3.0,125000.0,Apartment,Rent,propco_rent,3.0,3.0,3.0
Lavington Nairobi,,2400.0,3.0,3.0,85000.0,Apartment,Rent,propco_rent,2.0,2.0,2.0
"behind quickmart, Utawala Nairobi",,2400.0,3.0,3.0,6000.0,Apartment,Rent,propco_rent,2.0,1.0,1.0
Mlolongo Nairobi,,2400.0,3.0,3.0,6000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Adams Arcade, Ngong Rd Nairobi",,2400.0,3.0,3.0,8500.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"close to Ruai Family Hospital, Ruai Kasarani Nairobi",,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
Waithaka Dagoretti South Nairobi,,2400.0,3.0,3.0,6000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Benedicta, Uthiru Ruthimitu Nairobi",,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,3.0,4.0,4.0
"Kenya school of law, Karen Nairobi",,2400.0,3.0,3.0,7500.0,Apartment,Rent,propco_rent,2.0,1.0,1.0
Lavington Nairobi,,2400.0,3.0,3.0,200000.0,Apartment,Rent,propco_rent,3.0,3.0,3.0
Lavington Nairobi,,2400.0,3.0,3.0,150000.0,Apartment,Rent,propco_rent,2.0,2.0,2.0
Lavington Nairobi,,2400.0,3.0,3.0,85000.0,Apartment,Rent,propco_rent,3.0,3.0,3.0
"KAREN KSL, Karen Nairobi",,2400.0,3.0,3.0,13500.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,36000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
NOMADS Eastleigh South Nairobi,,2400.0,3.0,3.0,7000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"close to Garden City Mall, Ngumba Estate Kasarani Nairobi",,2400.0,3.0,3.0,7000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Madaraka Nairobi,,2400.0,3.0,3.0,9000.0,House,Rent,propco_rent,1.0,1.0,1.0
Ngara Nairobi,,2400.0,3.0,3.0,17000.0,House,Rent,propco_rent,2.0,2.0,2.0
Zimmermann Roysambu Nairobi,,2400.0,3.0,3.0,16000.0,House,Rent,propco_rent,2.0,2.0,2.0
Parklands Nairobi,,2400.0,3.0,3.0,17000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Mountain View Estate, Mountain View Nairobi",,2400.0,3.0,3.0,8500.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Phase 3, Buruburu Nairobi",,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,2.0,2.0
Ruaka Nairobi,,2400.0,3.0,3.0,11500.0,House,Rent,propco_rent,1.0,1.0,1.0
"Fedha Estate, Fedha Nairobi",,2400.0,3.0,3.0,11000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Utawala Astro, Utawala Nairobi",,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,2.0,2.0,2.0
Lavington Nairobi,,2400.0,3.0,3.0,170000.0,House,Rent,propco_rent,4.0,3.0,3.0
Muthaiga North Nairobi,,2400.0,3.0,3.0,120000.0,House,Rent,propco_rent,3.0,3.0,3.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,40000.0,House,Rent,propco_rent,3.0,4.0,4.0
Kilimani Nairobi,,2400.0,3.0,3.0,100000.0,House,Rent,propco_rent,5.0,7.0,7.0
Parklands Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,2.0,2.0,2.0
Lavington Nairobi,,2400.0,3.0,3.0,150000.0,Apartment,Rent,propco_rent,3.0,3.0,3.0
Lavington Nairobi,,2400.0,3.0,3.0,85000.0,Apartment,Rent,propco_rent,3.0,2.0,2.0
Karen Karen Nairobi,,2400.0,3.0,3.0,7000.0,Apartment,Rent,propco_rent,2.0,1.0,1.0
Westlands Nairobi,,2400.0,3.0,3.0,150000.0,Other,Rent,propco_rent,4.0,3.0,3.0
Lavington Nairobi,,2400.0,3.0,3.0,115000.0,Apartment,Rent,propco_rent,2.0,2.0,2.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,60000.0,House,Rent,propco_rent,3.0,4.0,4.0
Zimmerman Nairobi,,2400.0,3.0,3.0,17000.0,House,Rent,propco_rent,2.0,2.0,2.0
Kasarani Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,0.0,0.0
Roysambu Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,0.0,0.0
Kilimani Nairobi,,2400.0,3.0,3.0,70000.0,Apartment,Rent,propco_rent,3.0,3.0,3.0
Mlolongo Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,2.0,2.0,2.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,45000.0,House,Rent,propco_rent,3.0,4.0,4.0
Kahawa Sukari Nairobi,,2400.0,3.0,3.0,35000.0,House,Rent,propco_rent,4.0,5.0,5.0
"Ruaka, joyland Ruaka Nairobi",,2400.0,3.0,3.0,6500.0,Apartment,Rent,propco_rent,2.0,1.0,1.0
"Githunguri, Utawala Nairobi",,2400.0,3.0,3.0,9000.0,House,Rent,propco_rent,1.0,1.0,1.0
Buruburu Nairobi,,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,3.0,0.0,0.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,150000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Mihango Nairobi,,2400.0,3.0,3.0,8000.0,House,Rent,propco_rent,1.0,1.0,1.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,120000.0,House,Rent,propco_rent,4.0,4.0,4.0
"Ole shapara, South C Nairobi",,2400.0,3.0,3.0,45000.0,House,Rent,propco_rent,3.0,3.0,3.0
"Jogoo Road, Makadara Makadara Nairobi",,2400.0,3.0,3.0,6000.0,Apartment,Rent,propco_rent,2.0,1.0,1.0
Lavington Nairobi,,2400.0,3.0,3.0,95000.0,Apartment,Rent,propco_rent,3.0,3.0,3.0
Lavington Nairobi,,2400.0,3.0,3.0,200000.0,Apartment,Rent,propco_rent,5.0,5.0,5.0
Zimmermann Roysambu Nairobi,,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,3.0,3.0,3.0
Thome Roysambu Nairobi,,2400.0,3.0,3.0,35000.0,House,Rent,propco_rent,3.0,3.0,3.0
Marurui Roysambu Nairobi,,2400.0,3.0,3.0,35000.0,House,Rent,propco_rent,3.0,3.0,3.0
Kahawa West Roysambu Nairobi,,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,3.0,3.0,3.0
"Hurlingham/Jabavu , Hurlingham Nairobi",,2400.0,3.0,3.0,14000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Kahawa Sukari Roysambu Nairobi,,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,3.0,3.0,3.0
Kahawa Roysambu Nairobi,,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,3.0,4.0,4.0
Githurai Roysambu Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,3.0,3.0,3.0
Uthiru Ruthimitu Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
Lavington Nairobi,,2400.0,3.0,3.0,230000.0,House,Rent,propco_rent,4.0,4.0,4.0
Garden Estate Roysambu Nairobi,,2400.0,3.0,3.0,35000.0,House,Rent,propco_rent,3.0,3.0,3.0
Syokimau Nairobi,,2400.0,3.0,3.0,35000.0,House,Rent,propco_rent,2.0,2.0,2.0
Westlands Nairobi,,2400.0,3.0,3.0,76000.0,Apartment,Rent,propco_rent,2.0,2.0,2.0
Zimmermann Roysambu Nairobi,,2400.0,3.0,3.0,9000.0,House,Rent,propco_rent,1.0,1.0,1.0
Thome Roysambu Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
Marurui Roysambu Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Muthaiga / getrude hospital, Muthaiga Area Muthaiga Nairobi",,2400.0,3.0,3.0,8000.0,Apartment,Rent,propco_rent,2.0,1.0,1.0
Kahawa Roysambu Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
Githurai Roysambu Nairobi,,2400.0,3.0,3.0,9000.0,House,Rent,propco_rent,1.0,1.0,1.0
"MENELIK ROAD, OFF NGONG ROAD Ngong Rd Nairobi",,2400.0,3.0,3.0,14500.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Thome Roysambu Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
Roysambu Area Roysambu Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
Marurui Roysambu Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
Kahawa West Roysambu Nairobi,,2400.0,3.0,3.0,16000.0,House,Rent,propco_rent,2.0,2.0,2.0
Kahawa Sukari Roysambu Nairobi,,2400.0,3.0,3.0,16000.0,House,Rent,propco_rent,2.0,2.0,2.0
Kahawa Roysambu Nairobi,,2400.0,3.0,3.0,17000.0,House,Rent,propco_rent,2.0,2.0,2.0
Githurai Roysambu Nairobi,,2400.0,3.0,3.0,16000.0,House,Rent,propco_rent,2.0,2.0,2.0
Muthaiga Nairobi,,2400.0,3.0,3.0,27000.0,House,Rent,propco_rent,2.0,2.0,2.0
Mlolongo Nairobi,,2400.0,3.0,3.0,9000.0,House,Rent,propco_rent,1.0,0.0,0.0
Buruburu Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,0.0,0.0
Utawala Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,0.0,0.0
Imara Daima Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,0.0,0.0
Ngara Nairobi,,2400.0,3.0,3.0,10000.0,Apartment,Rent,propco_rent,1.0,2.0,2.0
Kiambu Road Kiambu Road Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,1.0,1.0
"Thika Road, Kasarani Area Kasarani Nairobi",,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,1.0,1.0
Kangemi Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,0.0,0.0
Nairobi West Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,2.0,2.0
Nairobi West Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,0.0,0.0
Kasarani Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,2.0,2.0
Kasarani Nairobi,,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,2.0,2.0,2.0
Donholm Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,2.0,2.0
Donholm Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
Redhill Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,2.0,2.0
Redhill Nairobi,,2400.0,3.0,3.0,22000.0,House,Rent,propco_rent,2.0,2.0,2.0
Parklands Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,0.0,0.0
Parklands Nairobi,,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,2.0,0.0,0.0
Madaraka Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,0.0,0.0
Madaraka Nairobi,,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,2.0,0.0,0.0
Redhill Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,2.0,2.0
Redhill Nairobi,,2400.0,3.0,3.0,40000.0,House,Rent,propco_rent,4.0,4.0,4.0
Umoja Nairobi,,2400.0,3.0,3.0,13000.0,Apartment,Rent,propco_rent,2.0,2.0,2.0
Lavington Nairobi,,2400.0,3.0,3.0,60000.0,Apartment,Rent,propco_rent,2.0,2.0,2.0
Lavington Nairobi,,2400.0,3.0,3.0,160000.0,Apartment,Rent,propco_rent,4.0,4.0,4.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,70000.0,Apartment,Rent,propco_rent,3.0,3.0,3.0
Westlands Area Westlands Nairobi,,2400.0,3.0,3.0,250000.0,Apartment,Rent,propco_rent,3.0,3.0,3.0
Jamhuri Nairobi,,2400.0,3.0,3.0,24000.0,House,Rent,propco_rent,2.0,2.0,0.0
Kahawa Wendani Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,2.0,2.0,2.0
Makadara Makadara Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
Makadara Makadara Nairobi,,2400.0,3.0,3.0,17000.0,House,Rent,propco_rent,2.0,2.0,2.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,70000.0,House,Rent,propco_rent,5.0,7.0,7.0
"behind Diamond Plaza, Parklands Highridge Nairobi",,2400.0,3.0,3.0,17000.0,House,Rent,propco_rent,1.0,1.0,1.0
Mountain View Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,3.0,3.0,3.0
Hurlingham Nairobi,,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,3.0,4.0,4.0
Kitisuru Nairobi,,2400.0,3.0,3.0,70000.0,House,Rent,propco_rent,4.0,6.0,6.0
Ridgeways Ridgeways Nairobi,,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,3.0,4.0,4.0
Runda Nairobi,,2400.0,3.0,3.0,100000.0,House,Rent,propco_rent,5.0,7.0,7.0
Baba Dogo Nairobi,,2400.0,3.0,3.0,9000.0,House,Rent,propco_rent,1.0,1.0,1.0
South B Nairobi,,2400.0,3.0,3.0,5500.0,House,Rent,propco_rent,1.0,1.0,1.0
"Dennis print rd, Kileleshwa Nairobi",,2400.0,3.0,3.0,230000.0,Apartment,Rent,propco_rent,4.0,5.0,4.0
Kangemi Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
Loresho Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
Mwiki Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,2.0,2.0
Huruma Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,2.0,2.0
Hurlingham Nairobi,,2400.0,3.0,3.0,13000.0,House,Rent,propco_rent,1.0,0.0,0.0
"Adams Arcade, Ngong Rd Nairobi",,2400.0,3.0,3.0,42000.0,Apartment,Rent,propco_rent,3.0,3.0,3.0
Syokimau Nairobi,,2400.0,3.0,3.0,16000.0,House,Rent,propco_rent,2.0,2.0,2.0
Mlolongo Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
Runda Nairobi,,2400.0,3.0,3.0,100000.0,House,Rent,propco_rent,3.0,3.0,3.0
Loresho Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,2.0,2.0,2.0
"Thome Estate, Thome Nairobi",,2400.0,3.0,3.0,22000.0,House,Rent,propco_rent,3.0,1.0,1.0
Hurlingham Nairobi,,2400.0,3.0,3.0,16500.0,House,Rent,propco_rent,1.0,1.0,1.0
Makongeni Nairobi,,2400.0,3.0,3.0,5500.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Buruburu Nairobi,,2400.0,3.0,3.0,26500.0,House,Rent,propco_rent,3.0,2.0,2.0
vet Ngong Rd Nairobi,,2400.0,3.0,3.0,6500.0,Apartment,Rent,propco_rent,2.0,1.0,1.0
"behind Green House, Ngong Rd Nairobi",,2400.0,3.0,3.0,24000.0,House,Rent,propco_rent,2.0,2.0,2.0
"Thome behind Naivas Mountain Mall, Garden Estate Nairobi",,2400.0,3.0,3.0,47000.0,House,Rent,propco_rent,4.0,4.0,4.0
"Adams Arcade, Ngong Rd Nairobi",,2400.0,3.0,3.0,7000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Buruburu Nairobi,,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,3.0,2.0,2.0
Eastleigh South Nairobi,,2400.0,3.0,3.0,16000.0,House,Rent,propco_rent,2.0,2.0,2.0
Ruai Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,3.0,2.0,2.0
Nyayo Highrise Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
Gigiri Westlands Nairobi,,2400.0,3.0,3.0,40000.0,House,Rent,propco_rent,4.0,4.0,4.0
Runda Westlands Nairobi,,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,2.0,2.0,2.0
New Kitusuru Westlands Nairobi,,2400.0,3.0,3.0,40000.0,House,Rent,propco_rent,4.0,4.0,4.0
Loresho Westlands Nairobi,,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,2.0,2.0,2.0
"School lane, Westlands Area Westlands Nairobi",,2400.0,3.0,3.0,15000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Roasters stage, Thika Road Thika Road Nairobi",,2400.0,3.0,3.0,8000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Phase 3 Buruburu Nairobi,,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,2.0,2.0,2.0
"Phase 3, Buruburu Nairobi",,2400.0,3.0,3.0,7000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Four points, Hurlingham Nairobi",,2400.0,3.0,3.0,35000.0,House,Rent,propco_rent,2.0,2.0,2.0
"Waiyaki way, Westlands Area Westlands Nairobi",,2400.0,3.0,3.0,6500.0,Apartment,Rent,propco_rent,0.0,1.0,0.0
Langata Area Langata Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,1.0,1.0
Lavington Nairobi,,2400.0,3.0,3.0,40000.0,House,Rent,propco_rent,3.0,4.0,4.0
Kilimani Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,2.0,3.0,3.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,3.0,4.0,4.0
"1st Avenue, Parklands Nairobi",,2400.0,3.0,3.0,20000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Thika Road, Thome Nairobi",,2400.0,3.0,3.0,18000.0,Apartment,Rent,propco_rent,2.0,2.0,2.0
Dagoretti South Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Thika Road, Komarock Nairobi",,2400.0,3.0,3.0,22000.0,House,Rent,propco_rent,3.0,0.0,0.0
South C Langata Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,1.0,1.0
Phase 3 Buruburu Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,1.0,1.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,10000.0,Apartment,Rent,propco_rent,2.0,1.0,1.0
fig tree Ngara Nairobi,,2400.0,3.0,3.0,12000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Thika Road, Roysambu Nairobi",,2400.0,3.0,3.0,7000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Ngong Rd Nairobi,,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,2.0,2.0,2.0
"Waiyaki way, Mountain View Nairobi",,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,3.0,1.0,1.0
Imara Daima Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,1.0,1.0
"shopping center, Nairobi West Nairobi",,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
Ngumba Estate Kasarani Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,1.0,1.0
"Donholm Estate, Donholm Nairobi",,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,1.0,1.0
South B Langata Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,1.0,1.0
"Waiyaki way, Kangemi Nairobi",,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
Roysambu Nairobi,,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,0.0,0.0,0.0
"JABAVU ROAD, Hurlingham Nairobi",,2400.0,3.0,3.0,12000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,22000.0,House,Rent,propco_rent,3.0,3.0,3.0
Jamhuri Nairobi,,2400.0,3.0,3.0,28000.0,House,Rent,propco_rent,3.0,3.0,3.0
Githurai 44 Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,3.0,3.0,3.0
Lower Kabete Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,2.0,2.0
Katani Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
Upper Hill Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
Nyari Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,1.0,1.0
Mwiki Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,1.0,1.0
Muthaiga Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,1.0,1.0,1.0
Mountain View Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,1.0,1.0,1.0
Mombasa Road Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,1.0,1.0
Nairobi West Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,1.0,1.0,0.0
South B Nairobi,,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,2.0,2.0,0.0
Makadara Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,1.0,1.0
Lucky Summer Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,1.0,1.0
Komarock Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,1.0,1.0,1.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Thika road, Roysambu Nairobi",,2400.0,3.0,3.0,20000.0,Apartment,Rent,propco_rent,2.0,2.0,2.0
Kiambu Road Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,1.0,1.0
Katani Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,1.0,1.0
Kawangware Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,1.0,1.0
