location,other_location_details,size,bedrooms,bathrooms,price,property_type,purchase_type,source,beds,baths,toilets
Peponi Road,"Spring Valley, Westlands",2400.0,4.0,5.0,76000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kilimani,Kilimani,2400.0,1.0,1.0,13000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Mvuli Rd- Westlands,"Westlands Area, Westlands",2400.0,3.0,3.0,17500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kilimani,Kilimani,2400.0,1.0,1.0,5200000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Riverside,Westlands,2400.0,3.0,2.0,28500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Garden Estate,Roysambu,2400.0,1.0,1.0,9700000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Westlands Area,Westlands,2400.0,4.0,4.0,25000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Flame Tree Estate,Thika,2400.0,3.0,2.0,4500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kileleshwa,Kileleshwa,2400.0,3.0,4.0,19700000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kilimani,Kilimani,2400.0,3.0,4.0,23500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
kilimani,Kilimani,2400.0,2.0,3.0,21500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Area,Nyali,2400.0,2.0,2.0,9500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Malindi,Malindi,2400.0,3.0,2.0,26000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Gaitumbi,"Kikuyu Town, Kikuyu",2400.0,0.0,1.0,14500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Argwings Kodhek Road,Kilimani,2400.0,3.0,4.0,20000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Off Kabarnet Road,Ngong Road,2400.0,1.0,1.0,6600000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Off Kabarnet Road,Ngong Road,2400.0,2.0,2.0,9500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kiambu Road,Kiambu Road,2400.0,2.0,2.0,8000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Othaya Rd,Kileleshwa,2400.0,2.0,2.0,11500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kirichwa Rd,Kilimani,2400.0,3.0,3.0,12000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Opp Voyager hotel,"Nyali Area, Nyali",2400.0,6.0,4.0,55000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kingara Close,Lavington,2400.0,2.0,2.0,13000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Parklands,Westlands,2400.0,3.0,3.0,26000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Parklands,Westlands,2400.0,4.0,3.0,20000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Riara Road,Riara Road,2400.0,1.0,1.0,7000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
100,"MURINGA ROAD, Kilimani",2400.0,3.0,4.0,20000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kilimani,Riara Road,2400.0,2.0,3.0,13500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Opposite Voyager hotel,"Nyali Area, Nyali",2400.0,3.0,4.0,18500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,4.0,3.0,18000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Westlands Area,Westlands,2400.0,4.0,2.0,20000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Cinemax nyali,"Mkomani, Nyali",2400.0,4.0,5.0,25000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
OLEANDER DRIVE,"Nyali Area, Nyali",2400.0,3.0,4.0,16500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Highway Street,"Thindigua, Kiambu Road",2400.0,3.0,4.0,10500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Tatu City,Ruiru,2400.0,1.0,2.0,6713000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Valley arcade,Lavington,2400.0,3.0,2.0,13400000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,3.0,3.0,19000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Westlands Area,Westlands,2400.0,3.0,2.0,37000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Westlands Area,Westlands,2400.0,1.0,2.0,180000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali,Nyali Area,2400.0,3.0,3.0,18500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Changamwe,Changamwe,2400.0,1.0,2.0,35000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
nyali,"Nyali Area, Nyali",2400.0,2.0,2.0,11000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
hatheru road,Lavington,2400.0,2.0,2.0,11000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
kilimani,Kilimani,2400.0,3.0,3.0,25000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
RIARA ROAD BEHIND JUNCTION MALL,Riara Road,2400.0,2.0,3.0,14000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kileleshwa,Kileleshwa,2400.0,1.0,1.0,6300000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Area,Nyali,2400.0,3.0,4.0,26257000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Mombasa Road,Mombasa Road,2400.0,1.0,1.0,6600000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
syokimau,Syokimau,2400.0,2.0,2.0,7500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kabasiran Road,Lavington,1600.0,2.0,2.0,14500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Mweni Road,Eastleigh,2400.0,3.0,2.0,13000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Riverside,Westlands,2400.0,4.0,4.0,55000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Mombasa CBD,Mombasa Island,2400.0,1.0,2.0,33000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Mvuli Road,"Westlands Area, Westlands",2600.0,4.0,3.0,19000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
OLOITOKTOK ROAD,Kileleshwa,2400.0,4.0,5.0,24000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
mvuli road,"raphta road, Westlands Area, Westlands",2400.0,2.0,2.0,8500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
KIKAMBALA ROAD,Kileleshwa,2400.0,2.0,2.0,15000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Bamburi,Bamburi,2400.0,2.0,2.0,5300000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kilimani,Kilimani,2400.0,3.0,3.0,16200000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kilimani,Kilimani,2400.0,3.0,4.0,23500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kikuyu Town,Kikuyu,2400.0,2.0,2.0,6500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kileleshwa,Kileleshwa,2400.0,3.0,3.0,30000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Parklands,Westlands,2400.0,3.0,3.0,38000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
RIARA ROAD,Kilimani,2400.0,3.0,4.0,15500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
oloitoktok road,Kileleshwa,2400.0,4.0,5.0,25500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Makongeni,Thika,2400.0,3.0,2.0,4500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
MENELIK ROAD,Kilimani,2400.0,2.0,2.0,8700000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
yaya,Kilimani,2400.0,3.0,3.0,18000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
lavington,Lavington,2400.0,3.0,2.0,18000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Embakasi,Embakasi,2400.0,3.0,3.0,10000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Behind Valley Arcade,"Argwings Kodhek Rd, Lavington",2400.0,3.0,2.0,13000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kiambere Road,Upper Hill,2400.0,2.0,2.0,14500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Riverside,Westlands,2400.0,4.0,5.0,45000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Githunguri Close,Kileleshwa,2400.0,4.0,5.0,35000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kilimani,Kilimani,2400.0,4.0,4.0,26000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,4.0,5.0,25500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
shanzu,"Nyali Area, Nyali",2450.0,3.0,3.0,17500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kilimani,Kilimani,2400.0,3.0,5.0,20000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kindaruma road,Kilimani,2400.0,2.0,2.0,11600000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kileleshwa,Kileleshwa,2400.0,1.0,1.0,7500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Westlands Area,Westlands,2400.0,2.0,2.0,15500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Near Naivas Centre,"Links Road, Nyali Area, Nyali",2400.0,3.0,2.0,12000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
rose avenue,Kilimani,2400.0,3.0,4.0,25000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nairobi West,Nairobi West,2400.0,1.0,1.0,6500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
David Osieli,"Westlands Area, Westlands",2400.0,2.0,3.0,13350000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kilimani,Kilimani,2400.0,5.0,6.0,29500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
arwings khodek road,Lavington,2400.0,3.0,4.0,25600000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kindaruma Road,Kilimani,2400.0,3.0,2.0,11800000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Medina Palms,Watamu,2400.0,1.0,1.0,40980200.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Mtwapa,Mtwapa,2400.0,3.0,3.0,6800000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Sports Road,"Westlands Area, Westlands",2400.0,4.0,4.0,25000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Hatheru Road,Lavington,2400.0,3.0,2.0,18000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kikambala,Kikambala,2400.0,2.0,2.0,7500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Area,Nyali,2400.0,3.0,5.0,18500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Area,Nyali,2400.0,3.0,2.0,25000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Area,Nyali,2400.0,3.0,6.0,18500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
kizingo,"Kizingo, Mombasa Island",2400.0,4.0,4.0,20000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Area,Nyali,2400.0,3.0,3.0,8500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kizingo,Mombasa Island,2400.0,3.0,4.0,22000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Area,Nyali,2400.0,4.0,5.0,42000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Katani road,Syokimau,2400.0,2.0,3.0,4850000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Sports road,"Westlands Area, Westlands",2400.0,3.0,4.0,26500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Madaraka,Madaraka,2400.0,3.0,2.0,10000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Rhapta rd,"Westlands Area, Westlands",2540.0,3.0,3.0,35000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kilimani,Kilimani,2400.0,2.0,2.0,18500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Shanzu,Shanzu Go Kart,2400.0,3.0,3.0,17500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
PEMBE ZA NDOVU AREA,Mombasa Island,2400.0,3.0,3.0,13000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Beachroad Nyali,"Nyali Area, Nyali",1800.0,3.0,2.0,9500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Off links Road Simba Road,"Nyali Area, Nyali",2500.0,3.0,4.0,18500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Citymall,"Nyali Area, Nyali",2720.0,3.0,4.0,28500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
NYALI CITYMALL,"Nyali Area, Nyali",3500.0,4.0,3.0,21000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
KIZINGO MOMBASA,"Kizingo Mombasa, Kizingo, Mombasa Island",2658.0,3.0,3.0,14500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Beach,"Mombasa Beach, Nyali Area, Nyali",2400.0,3.0,4.0,13000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Othaya RD,Kilimani,2400.0,4.0,5.0,23000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
nyali,"Nyali, Nyali Area",2760.0,3.0,4.0,18000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Westlands Area,Westlands,2400.0,4.0,3.0,29500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Wood Avenue,Kilimani,2400.0,0.0,1.0,4500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Mtwapa,Mtwapa,2400.0,1.0,1.0,37000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Shanzu,Shanzu,2400.0,3.0,2.0,10000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Area,Nyali,2400.0,3.0,2.0,35000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali,Nyali Area,2400.0,3.0,4.0,18500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Near Serena Hotel,Shanzu,2400.0,1.0,1.0,10500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Jumeirah Apartments,"Nyali Area, Nyali",2400.0,4.0,4.0,75000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kilua Beach,Shanzu,2400.0,3.0,3.0,13000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Ole Odume,Kilimani,2400.0,4.0,4.0,31000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Westlands rd.,"Westlands Area, Westlands",2400.0,3.0,3.0,35000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyayo Highrise Off Mbagathi Way,Southlands,2400.0,2.0,1.0,3300000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kilimani,Riara Road,2400.0,2.0,2.0,17500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,1.0,1.0,6500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Lower Kabete,"Spring Valley, Westlands",5500.0,4.0,5.0,45000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Othaya road,Kileleshwa,2400.0,1.0,1.0,6500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,4.0,5.0,24500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Ngong Road,Ngong Road,2400.0,3.0,2.0,16000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
serena,"shanzu, Shanzu",1860.0,2.0,2.0,12000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Mkomani,Nyali,2260.0,3.0,2.0,11500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Enaki Town,"Nyari, Westlands",2400.0,1.0,1.0,15000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Lane 26,Ruaka,2400.0,3.0,3.0,11900000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Furaha academy,Mtwapa,2400.0,2.0,2.0,5000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Baracks,"The Vale Nyali, Nyali Area, Nyali",2400.0,2.0,3.0,7000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Parklands Road,"Westlands, Nairobi, Parklands",2400.0,4.0,2.0,39000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kabarsiran Avenue,Lavington,1600.0,3.0,3.0,17000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
nyali,"Nyali Area, Nyali",2640.0,3.0,4.0,18500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
kileleshwa,Kileleshwa,2400.0,2.0,2.0,23000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kileleshwa,Kileleshwa,2400.0,3.0,4.0,16000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Brookside drive,"Westlands Area, Westlands",2400.0,3.0,4.0,24000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Area,Nyali,2400.0,4.0,3.0,8900000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
nyali,"Nyali Area, Nyali",2680.0,3.0,4.0,23000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Tudor,Mombasa Island,2400.0,3.0,3.0,18000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Riverside,Westlands,2400.0,3.0,4.0,38000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
nyali,"Nyali Area, Nyali",2109.0,3.0,2.0,10500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Githunguri Rd.,Kileleshwa,2400.0,4.0,5.0,23000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Shanzu,Shanzu,2400.0,3.0,4.0,17500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Area,Nyali,2400.0,4.0,5.0,24000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Rosslyn,Westlands,2400.0,1.0,1.0,17500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kilimani,Kilimani,2400.0,2.0,3.0,18500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kilimani,Kilimani,2400.0,2.0,2.0,25000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Spring Valley,Westlands,2400.0,4.0,5.0,55000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
kizongo,"kizingo, Mombasa CBD, Mombasa Island",4380.0,4.0,5.0,26000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,4.0,4.0,23000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
1st Avenue,"Nyali Area, Nyali",1548.0,3.0,3.0,16000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Wood avenue,Kilimani,2400.0,1.0,2.0,6500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Shanzu,Shanzu,2400.0,3.0,3.0,18500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Area,Nyali,2400.0,3.0,3.0,9000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Area,Nyali,2400.0,2.0,3.0,8250000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Westlands Area,Westlands,2400.0,4.0,3.0,38000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
nyali,"Mkomani, Nyali",2640.0,3.0,4.0,32000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
KASUKU ROAD,Kilimani,2400.0,3.0,1.0,5800000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
nyali,"Nyali, Nyali Area",1979.0,3.0,4.0,15000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
nyali,"Nyali, Mkomani",2400.0,4.0,5.0,34000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
nyali,"Nyali, Mkomani",2450.0,3.0,4.0,24000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
serena,"shanzu, Shanzu",1620.0,2.0,2.0,12000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Valley Arcade,Valley Arcade,2400.0,2.0,2.0,16230000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,3.0,2.0,21000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Riverside,Westlands,2400.0,2.0,2.0,22000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Othaya road,Kileleshwa,2400.0,2.0,3.0,12000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Agwings kodhek road,Lavington,2400.0,2.0,2.0,16000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Riara road,Kilimani,2400.0,3.0,4.0,13500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kileleshwa,Kileleshwa,2400.0,3.0,2.0,25500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Area,Nyali,2400.0,2.0,2.0,6500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Riara Road,Riara Road,2400.0,3.0,3.0,20000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Red Cross,South C,2400.0,3.0,2.0,8500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Westlands Area,Westlands,2400.0,3.0,4.0,18000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
lavington,Lavington,2400.0,3.0,3.0,26000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,4.0,3.0,23000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kilimani,Kilimani,2400.0,3.0,3.0,15000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Parklands,Westlands,2400.0,3.0,2.0,19000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kilimani,Kilimani,2400.0,3.0,1.0,4300000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kileleshwa,Kileleshwa,2400.0,3.0,3.0,18500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Off Ngong Road,Dagoretti Corner,2400.0,0.0,1.0,3500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
South C,South C,2400.0,2.0,2.0,7150000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Muthiga,"Kinoo, Kikuyu",2400.0,1.0,1.0,200000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Ruaka,Ruaka,2400.0,3.0,2.0,10500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Riara,Lavington,2400.0,4.0,4.0,20000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Ngao Road,"Parklands, Westlands",3435.0,4.0,3.0,35000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Siaya Road,Kileleshwa,2450.0,3.0,3.0,22000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Riara Road,Kilimani,2400.0,4.0,4.0,38000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Westlands,Westlands Area,2400.0,4.0,3.0,19000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,4.0,2.0,20000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Valley Arcade,Kilimani,2400.0,1.0,1.0,6500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kileleshwa,Kileleshwa,2400.0,4.0,5.0,24500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kileleshwa,Kileleshwa,2400.0,2.0,3.0,12500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Getathuru Road,"Kitisuru, Westlands",2400.0,3.0,2.0,7500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
PEPONI ROAD,"Westlands Area, Westlands",2400.0,3.0,4.0,60000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Vihiga Rd,Kileleshwa,2400.0,3.0,4.0,22000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Highrise,Highrise,2400.0,2.0,2.0,4100000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
kizingo,"Kizingo, Mombasa Island",4860.0,5.0,6.0,55000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali,Nyali Area,2680.0,3.0,4.0,25000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Oloitoktok Road,Kileleshwa,2400.0,3.0,3.0,26500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyeri Road,Kileleshwa,2400.0,3.0,4.0,18000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Argwing’s Kodhek road,Kilimani,2400.0,3.0,3.0,26000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Area,Nyali,2400.0,3.0,4.0,60000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kileleshwa,Kileleshwa,1700.0,2.0,2.0,17000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,1.0,1.0,6100000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Waiyaki Way,Westlands,2400.0,2.0,2.0,23500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kindaruma Road,Kilimani,2400.0,2.0,2.0,12500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Kilimani,Kilimani,2400.0,3.0,3.0,13500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Othaya Road,Kileleshwa,2400.0,3.0,3.0,15500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
lavington,Lavington,2400.0,4.0,5.0,33000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
lavington,Lavington,2400.0,5.0,6.0,71000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Area,Nyali,2400.0,3.0,3.0,12500000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Area,Nyali,2400.0,2.0,2.0,8750000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
Nyali,Nyali Area,1860.0,3.0,4.0,23000000.0,Apartment,Sale,buyrentkenya,2.0,2.0,2.0
